Project_ID,Project_Priority,Phase,Team_Size,Duration_Months,Budget,Expenditure,Risk_Rating,Completion_Percent,On_Time,Success
P0942,Medium,Closure,12,3,133364,190578,4,21,0,0
P0943,Medium,Monitoring,15,13,444821,320494,7,78,1,0
P0944,High,Planning,8,17,24955,15910,7,12,0,0
P0945,High,Planning,14,22,185121,185221,2,27,0,0
P0946,High,Planning,11,22,154989,128693,1,32,0,0
P0947,Low,Execution,15,10,473509,379181,8,22,1,0
P0948,High,Closure,6,21,481797,491013,8,96,1,0
P0949,Low,Monitoring,13,12,260144,154666,7,17,1,0
P0950,Medium,Closure,20,15,74925,41926,8,29,1,0
P0951,High,Closure,13,21,379360,296096,3,25,1,0
P0952,Low,Closure,6,10,80269,89546,2,15,0,0
P0953,Low,Planning,20,14,434170,342642,7,76,1,0
P0954,High,Monitoring,3,13,499887,609777,8,38,1,0
P0955,Medium,Monitoring,9,5,475833,542546,1,32,1,0
P0956,Medium,Closure,8,6,313602,299988,10,25,1,0
P0957,Medium,Planning,17,24,361181,349603,9,47,0,0
P0958,Low,Planning,20,2,162185,155113,4,64,1,0
P0959,Low,Monitoring,13,22,109977,102492,4,37,1,0
P0960,Low,Planning,17,17,493442,407953,3,1,0,0
P0961,Low,Planning,18,4,316083,268658,6,5,1,0
P0962,Medium,Planning,9,14,39345,26990,1,45,1,0
P0963,High,Execution,12,10,265688,132844,6,49,1,0
P0964,Low,Closure,14,3,449529,503838,2,37,0,0
P0965,Low,Monitoring,16,3,382251,356048,9,87,1,0
P0966,Medium,Monitoring,7,15,394010,355098,2,17,1,0
P0967,High,Execution,20,6,495581,485515,7,26,1,0
P0968,High,Closure,7,17,271798,199586,1,40,0,0
P0969,Medium,Monitoring,5,12,341310,238844,7,71,1,0
P0970,Medium,Planning,7,22,188933,159320,5,91,0,0
P0971,High,Monitoring,19,20,107406,126053,8,73,0,0
P0972,Low,Planning,14,24,321442,214161,4,16,0,0
P0973,High,Execution,11,11,450437,225218,10,61,1,0
P0974,Medium,Planning,3,4,317086,252311,7,28,0,0
P0975,Low,Monitoring,20,6,13453,15182,6,57,0,0
P0976,Low,Monitoring,6,1,112811,62439,5,69,1,0
P0977,Medium,Monitoring,12,20,64935,43113,4,77,0,0
P0978,Medium,Execution,9,23,394583,375922,7,21,0,0
P0979,Medium,Execution,3,16,184442,260797,5,5,0,0
P0980,High,Closure,19,15,280472,176236,5,25,1,0
P0981,High,Monitoring,4,17,25534,15846,1,38,1,0
P0982,Low,Planning,13,8,357424,345893,2,11,0,0
P0983,Medium,Execution,11,12,488141,556937,5,98,1,0
P0984,Low,Monitoring,9,22,46320,35906,3,13,0,0
P0985,Low,Monitoring,19,21,59170,34065,2,21,1,0
P0986,Low,Execution,19,10,110546,109081,4,50,0,0
P0987,Low,Closure,4,15,90201,92272,4,22,1,0
P0988,Medium,Execution,8,9,244473,306992,4,47,1,0
P0989,Low,Execution,16,2,280784,289597,4,70,1,0
P0990,Medium,Planning,8,5,241324,257158,3,49,1,0
P0991,Medium,Planning,4,6,494273,418931,7,88,1,0
P0992,High,Closure,3,7,171121,237567,9,12,1,0
P0993,Medium,Monitoring,12,21,408834,335395,5,84,0,0
P0994,High,Execution,7,1,243612,189436,4,9,1,0
P0995,Medium,Closure,4,23,197125,248752,2,54,0,0
P0996,Medium,Planning,18,7,405136,245169,2,8,1,0
P0997,Medium,Execution,4,20,316081,167686,5,78,1,0
P0998,High,Monitoring,12,12,210796,194756,7,51,0,0
P0999,High,Planning,4,16,153279,137897,10,1,0,0
P1000,Low,Planning,18,16,206846,176733,10,24,0,0
